28.094,28.084,28.084,28.031,28.062,27.988,28.031,28.232,28.264,28.2,28.359,28.243,28.232,28.221,28.465,28.391,28.232,28.221,28.317,28.221,28.221,28.306,28.179,28.211,28.221,28.211,28.211,28.274,28.221,28.253,28.221,28.264,28.158,28.274,28.2,28.221,28.274,28.243,28.158,28.232,28.169,28.094,28.296,28.137,28.179,28.253,28.179,28.19,28.052,28.179,28.147,28.169,28.147,28.105,28.126,28.221,28.137,27.988,28.147,28.19,28.179,28.147,28.073,28.137,28.116,28.19,28.179,28.19,28.094,28.179,28.158,28.147,28.19,28.147,28.031,28.274,28.116,28.041,28.094,28.2,28.158,28.211,28.19,28.221,28.264,28.211,28.094,27.988,28.031,27.967,28.041,28.116,28.147,27.956,28.19,28.158,28.062,28.221,28.2,29.097,29.034,29.118,28.824,28.433,28.423,28.539,28.623,28.031,28.062,27.988,28.031,28.232,28.264,28.2,28.359,27.935,27.935,28.031,28.147,28.02,28.2,28.2,28.02,28.137,28.327,29.013,29.045,29.024,29.034,29.234,29.097,29.034,29.118,28.824,28.433,28.423,28.539,28.623,28.571,28.539
28.147,28.232,28.084,28.2,28.179,28.221,28.158,28.105,28.359,28.274,28.253,28.296,28.274,28.38,28.274,28.253,28.274,28.274,28.317,28.264,28.243,28.285,28.179,28.2,28.232,28.306,28.253,28.179,28.169,28.253,28.232,28.179,28.179,28.073,28.211,28.243,28.317,28.105,28.211,28.105,28.211,28.274,28.169,28.243,28.285,28.211,28.19,28.349,28.158,28.221,28.105,28.232,28.084,28.116,28.137,28.126,28.094,28.105,28.211,28.221,28.116,28.169,28.147,28.105,28.243,28.211,28.105,28.243,28.179,28.264,28.2,28.158,28.073,28.147,28.116,28.126,28.009,28.19,28.137,28.126,28.116,28.062,28.169,28.137,28.073,28.147,28.084,28.052,28.062,28.169,28.073,28.094,28.02,28.116,28.062,28.126,28.2,28.147,28.169,29.15,28.94,29.045,28.634,28.338,28.401,28.571,28.454,28.2,28.179,28.221,28.158,28.105,28.359,28.274,28.253,28.105,27.999,28.179,28.349,28.338,28.147,28.327,28.349,28.465,28.708,29.045,28.908,29.118,29.108,29.192,29.15,28.94,29.045,28.634,28.338,28.401,28.571,28.454,28.444,28.423
28.221,28.179,28.137,28.232,28.169,28.2,28.221,28.274,28.243,28.317,28.285,28.243,28.253,28.274,28.296,28.338,28.253,28.349,28.306,28.221,28.2,28.2,28.169,28.296,28.274,28.232,28.179,28.296,28.169,28.306,28.264,28.19,28.147,28.19,28.19,28.264,28.221,28.349,28.211,28.253,28.264,28.243,28.264,28.2,28.179,28.401,28.243,28.274,28.317,28.243,28.243,28.232,28.179,28.094,28.126,28.126,28.137,28.2,28.19,28.221,28.169,28.2,28.253,28.116,28.211,28.2,28.221,28.19,28.264,28.221,28.137,28.158,28.179,28.105,28.211,28.179,28.2,28.105,28.147,28.169,28.158,28.116,28.094,28.084,28.094,28.158,28.105,27.978,28.084,28.084,28.094,28.126,28.147,28.179,28.169,28.062,28.041,28.084,28.094,28.803,28.592,28.539,28.528,28.401,28.243,28.264,28.423,28.232,28.169,28.2,28.221,28.274,28.243,28.317,28.285,28.073,28.105,28.137,28.243,28.253,28.137,28.19,28.211,28.274,28.38,28.264,28.306,28.264,28.761,28.623,28.803,28.592,28.539,28.528,28.401,28.243,28.264,28.423,28.465,28.507
28.232,28.264,28.296,28.338,28.232,28.253,28.327,28.296,28.211,28.274,28.306,28.327,28.296,28.19,28.232,28.306,28.296,28.243,28.306,28.37,28.285,28.264,28.221,28.221,28.349,28.274,28.116,28.211,28.296,28.306,28.147,28.19,28.211,28.2,28.243,28.221,28.179,28.285,28.147,28.232,28.317,28.306,28.211,28.296,28.221,28.232,28.232,28.338,28.221,28.211,28.2,28.221,28.179,28.306,28.274,28.137,28.211,28.147,28.2,28.221,28.158,28.253,28.094,28.158,28.264,28.211,28.243,28.169,28.232,28.147,28.221,28.137,28.137,28.084,28.052,28.19,28.158,28.094,28.105,27.988,28.147,28.094,28.062,28.253,28.073,28.094,28.073,27.999,28.211,28.009,28.02,28.158,28.126,28.126,28.126,28.158,28.073,28.147,28.041,28.296,28.274,28.285,28.147,28.38,28.317,28.412,28.274,28.338,28.232,28.253,28.327,28.296,28.211,28.274,28.306,28.169,28.158,28.052,28.274,28.179,28.264,28.306,28.243,28.264,28.327,28.253,28.2,28.243,28.317,28.264,28.296,28.274,28.285,28.147,28.38,28.317,28.412,28.274,28.338,28.338
28.349,28.285,28.253,28.296,28.147,28.274,28.274,28.296,28.359,28.253,28.401,28.359,28.306,28.19,28.253,28.264,28.285,28.243,28.221,28.274,28.327,28.264,28.221,28.253,28.253,28.243,28.296,28.147,28.158,28.327,28.253,28.274,28.158,28.317,28.137,28.274,28.147,28.116,28.296,28.253,28.285,28.296,28.285,28.338,28.338,28.264,28.317,28.2,28.253,28.285,28.232,28.179,28.2,28.19,28.158,28.137,28.137,28.19,28.232,28.147,28.126,28.105,28.232,28.232,28.285,28.243,28.243,28.19,28.19,28.264,28.221,28.211,28.221,28.169,28.052,28.211,28.179,28.179,28.253,28.052,28.116,28.116,28.169,28.094,28.052,27.999,28.073,28.116,28.116,28.116,28.137,28.253,28.169,28.169,28.084,28.158,28.179,28.2,28.179,28.179,28.19,28.243,28.137,28.2,28.391,28.105,28.253,28.296,28.147,28.274,28.274,28.296,28.359,28.253,28.401,28.19,28.062,28.179,28.147,28.211,28.221,28.232,28.221,28.169,28.264,28.169,28.296,28.338,28.147,28.073,28.179,28.19,28.243,28.137,28.2,28.391,28.105,28.253,28.211,28.338
28.306,28.285,28.285,28.243,28.306,28.232,28.296,28.285,28.274,28.317,28.158,28.253,28.306,28.349,28.327,28.221,28.221,28.317,28.211,28.274,28.211,28.285,28.264,28.221,28.211,28.232,28.274,28.2,28.158,28.232,28.232,28.2,28.147,28.158,28.19,28.285,28.274,28.179,28.327,28.391,28.37,28.274,28.296,28.243,28.401,28.169,28.264,28.221,28.158,28.137,28.094,28.243,28.2,28.253,28.221,28.296,28.253,28.137,28.243,28.211,28.232,28.264,28.116,28.169,28.179,28.253,28.19,28.211,28.19,28.221,28.264,28.19,28.243,28.116,28.19,28.073,28.179,28.147,28.073,28.169,28.147,28.116,28.232,28.19,28.126,28.105,28.126,28.126,28.126,28.147,28.169,28.179,28.253,28.062,28.253,28.126,28.169,28.147,28.243,28.126,28.179,28.094,28.19,28.243,28.296,28.221,28.264,28.243,28.306,28.232,28.296,28.285,28.274,28.317,28.158,28.052,28.041,28.158,28.094,28.126,28.19,28.264,28.253,28.147,28.253,28.179,28.137,28.2,28.137,28.19,28.126,28.179,28.094,28.19,28.243,28.296,28.221,28.264,28.116,28.2
28.327,28.306,28.19,28.349,28.264,28.243,28.264,28.264,28.253,28.37,28.317,28.137,28.317,28.253,28.221,28.116,28.285,28.221,28.211,28.296,28.285,28.221,28.274,28.221,28.232,28.253,28.2,28.169,28.094,28.094,28.169,28.158,28.105,28.306,28.274,28.232,28.285,28.327,28.285,28.243,28.19,28.285,28.264,28.274,28.2,28.221,28.274,28.19,28.338,28.243,28.094,28.158,28.2,28.179,28.116,28.094,28.243,28.221,28.126,28.19,28.2,28.232,28.327,28.179,28.221,28.19,28.179,28.147,28.19,28.359,28.221,28.179,28.19,28.264,28.126,28.158,28.126,28.158,28.041,28.084,28.158,28.137,28.137,28.105,28.137,28.264,28.126,28.169,28.2,28.211,28.2,28.2,28.179,28.19,28.147,28.179,28.179,28.084,28.137,28.19,28.094,28.126,28.296,28.179,28.327,28.169,28.2,28.349,28.264,28.243,28.264,28.264,28.253,28.37,28.317,28.179,28.105,28.105,28.2,28.19,28.221,28.147,28.2,28.221,28.02,28.094,28.2,28.158,28.264,28.094,28.19,28.094,28.126,28.296,28.179,28.327,28.169,28.2,28.137,28.243
28.179,28.232,28.211,28.2,28.274,28.221,28.285,28.274,28.296,28.2,28.158,28.243,28.232,28.169,28.19,28.147,28.253,28.179,28.179,28.264,28.317,28.296,28.264,28.264,28.243,28.169,28.19,28.243,28.19,28.073,28.084,28.169,28.232,28.084,28.137,28.274,28.158,28.221,28.338,28.19,28.317,28.285,28.338,28.274,28.253,28.243,28.221,28.232,28.274,28.179,28.274,28.211,28.243,28.274,28.19,28.264,28.116,28.084,28.094,28.232,28.2,28.264,28.232,28.169,28.264,28.221,28.179,28.221,28.2,28.232,28.232,28.137,28.232,28.169,28.094,28.179,28.19,28.02,28.084,28.073,28.147,28.126,28.232,28.094,28.2,28.116,28.031,28.126,28.105,28.052,28.126,28.126,28.169,28.105,28.041,28.126,28.2,28.137,28.147,28.137,28.02,28.19,28.296,28.221,28.232,28.243,28.253,28.2,28.274,28.221,28.285,28.274,28.296,28.2,28.158,28.147,28.147,28.084,28.296,28.19,28.179,28.116,28.179,28.126,28.116,28.243,28.041,28.158,28.105,28.2,28.137,28.02,28.19,28.296,28.221,28.232,28.243,28.253,28.105,28.232
28.243,28.211,28.158,28.19,28.19,28.211,28.253,28.317,28.211,28.179,28.327,28.19,28.221,28.147,28.221,28.147,28.306,28.274,28.2,28.317,28.285,28.211,28.221,28.264,28.296,28.221,28.221,28.2,28.19,28.359,28.317,28.094,28.116,28.211,28.211,28.137,28.296,28.211,28.243,28.211,28.253,28.274,28.253,28.264,28.264,28.169,28.211,28.211,28.221,28.2,28.179,28.158,28.137,28.169,28.137,28.221,28.2,28.052,28.169,28.147,28.211,28.158,28.306,28.147,28.264,28.221,28.19,28.179,28.19,28.094,28.179,28.116,28.147,28.126,28.126,28.116,28.221,28.147,28.126,28.084,28.084,28.062,28.147,28.232,28.179,28.126,28.158,28.126,28.031,28.116,28.052,28.158,28.19,28.02,28.126,28.147,28.126,28.084,28.211,28.105,28.147,28.179,28.296,28.285,28.19,28.084,28.232,28.19,28.19,28.211,28.253,28.317,28.211,28.179,28.327,28.126,28.169,28.084,28.094,28.031,28.137,28.126,28.253,28.105,28.052,27.956,28.116,28.041,28.105,28.137,28.105,28.147,28.179,28.296,28.285,28.19,28.084,28.232,28.243,28.137
28.306,28.19,28.211,28.126,28.327,28.264,28.253,28.232,28.253,28.158,28.412,28.211,28.264,28.126,28.2,28.253,28.253,28.296,28.221,28.296,28.2,28.317,28.327,28.211,28.253,28.296,28.19,28.179,28.2,28.306,28.094,28.126,28.126,28.147,28.116,28.232,28.274,28.253,28.243,28.221,28.306,28.243,28.253,28.137,28.243,28.253,28.274,28.296,28.2,28.105,28.19,28.105,28.169,28.211,28.126,28.232,28.169,28.158,28.253,28.211,28.19,28.243,28.211,28.158,28.243,28.232,28.211,28.116,28.243,28.169,28.158,28.232,28.264,28.041,28.285,28.084,28.073,28.116,27.999,28.084,28.116,28.062,28.221,28.073,28.062,28.211,28.094,28.126,28.094,28.147,28.073,28.105,28.147,28.137,28.116,28.179,28.073,28.137,28.19,28.211,28.147,28.264,28.126,28.317,28.264,28.253,28.296,28.126,28.327,28.264,28.253,28.232,28.253,28.158,28.412,28.2,28.137,28.264,28.116,28.169,28.169,28.211,28.147,28.031,28.126,28.084,28.253,28.158,28.126,28.105,28.211,28.147,28.264,28.126,28.317,28.264,28.253,28.296,28.179,28.179
28.232,28.296,28.169,28.306,28.285,28.211,28.296,28.179,28.2,28.285,28.221,28.221,28.2,28.126,28.137,28.211,28.274,28.338,28.317,28.253,28.264,28.19,28.37,28.296,28.243,28.306,28.2,28.221,28.221,28.232,28.274,28.253,28.243,28.105,28.221,28.296,28.179,28.232,28.211,28.243,28.253,28.147,28.338,28.211,28.105,28.211,28.137,28.137,28.349,28.232,28.179,28.2,28.179,28.073,28.19,28.243,28.062,28.19,28.126,28.211,28.147,28.253,28.274,28.221,28.179,28.221,28.137,28.19,28.179,28.232,28.105,28.116,28.179,28.211,28.211,28.094,28.094,28.147,28.02,28.169,28.126,28.116,28.147,28.094,27.988,27.999,28.094,28.116,28.116,28.094,28.105,28.009,28.211,28.317,28.116,28.211,28.073,28.052,28.232,28.158,28.211,28.169,28.052,28.243,28.232,28.158,28.19,28.306,28.285,28.211,28.296,28.179,28.2,28.285,28.221,28.084,28.158,28.221,28.147,28.137,28.264,28.105,28.041,28.19,28.169,28.105,28.105,28.116,28.169,28.211,28.158,28.211,28.169,28.052,28.243,28.232,28.158,28.19,28.232,28.19
28.2,28.274,28.274,28.211,28.274,28.2,28.2,28.306,28.338,28.232,28.285,28.19,28.253,28.169,28.274,28.169,28.179,28.349,28.264,28.37,28.147,28.285,28.274,28.306,28.253,28.158,28.306,28.285,28.285,28.169,28.211,28.147,28.211,28.19,28.232,28.274,28.232,28.169,28.232,28.232,28.264,28.19,28.296,28.243,28.243,28.158,28.285,28.169,28.147,28.126,28.137,28.243,28.116,28.296,28.19,28.232,28.158,28.2,28.264,28.031,28.147,28.169,28.19,28.306,28.211,28.211,28.211,28.221,28.137,28.126,28.253,28.094,28.169,28.169,28.232,28.169,28.221,28.179,28.169,28.158,28.137,28.041,28.126,28.105,27.988,28.031,28.105,28.105,28.137,28.116,28.2,28.169,28.147,28.126,28.147,28.2,28.158,28.264,28.2,28.062,28.169,28.147,28.2,28.264,28.179,28.169,28.116,28.211,28.274,28.2,28.2,28.306,28.338,28.232,28.285,28.211,28.158,28.084,28.169,28.126,28.19,28.158,28.116,28.062,28.073,28.264,28.094,28.062,28.009,28.094,28.062,28.169,28.147,28.2,28.264,28.179,28.169,28.116,28.147,28.116
28.105,28.19,28.211,28.221,28.264,28.253,28.274,28.327,28.211,28.306,28.349,28.169,28.232,28.232,28.179,28.19,28.221,28.179,28.264,28.179,28.243,28.232,28.243,28.221,28.232,28.359,28.2,28.232,28.126,28.221,28.317,28.137,28.211,28.19,28.2,28.126,28.2,28.296,28.232,28.285,28.296,28.327,28.253,28.169,28.2,28.317,28.169,28.126,28.211,28.274,28.169,28.094,28.169,28.169,28.179,28.094,28.147,28.137,28.211,28.147,28.094,28.179,28.285,28.296,28.221,28.179,28.211,28.158,28.338,28.2,28.264,28.211,28.062,28.094,28.2,28.179,28.147,28.211,28.169,28.2,28.19,28.221,28.147,28.116,28.062,28.094,28.169,28.19,28.19,28.105,28.169,28.073,28.285,28.232,28.179,28.243,28.158,28.084,28.169,28.105,28.126,28.137,28.19,28.253,28.232,28.179,28.137,28.221,28.264,28.253,28.274,28.327,28.211,28.306,28.349,28.158,28.009,28.137,28.2,28.221,28.253,28.179,28.2,28.073,28.041,28.094,28.094,28.084,28.147,28.126,28.105,28.126,28.137,28.19,28.253,28.232,28.179,28.137,28.19,28.116
28.137,28.179,28.349,28.211,28.2,28.084,28.243,28.253,28.264,28.349,28.264,28.264,28.147,28.2,28.179,28.158,28.179,28.19,28.253,28.243,28.211,28.147,28.232,28.2,28.274,28.2,28.285,28.169,28.232,28.232,28.147,28.221,28.243,28.306,28.285,28.179,28.126,28.221,28.349,28.296,28.253,28.274,28.253,28.285,28.243,28.296,28.19,28.221,28.084,28.179,28.105,28.116,28.147,28.285,28.2,28.243,28.169,28.137,28.179,28.126,28.105,28.105,28.073,28.243,28.264,28.274,28.211,28.359,28.179,28.253,28.2,28.253,28.243,28.211,28.243,28.052,28.126,28.094,28.084,28.243,28.179,28.137,28.126,28.126,28.105,28.041,28.147,28.105,28.137,28.243,28.137,28.116,28.211,28.243,28.221,28.158,28.084,28.094,28.137,28.19,28.211,28.306,28.147,28.274,28.285,28.19,28.147,28.211,28.2,28.084,28.243,28.253,28.264,28.349,28.264,28.073,28.158,28.105,28.211,28.147,28.179,28.094,28.169,28.179,28.19,28.232,28.126,28.062,28.147,28.137,28.19,28.211,28.306,28.147,28.274,28.285,28.19,28.147,28.137,28.264
28.158,28.169,28.211,28.126,28.211,28.243,28.221,28.2,28.338,28.338,28.274,28.211,28.221,28.2,28.2,28.19,28.221,28.243,28.274,28.211,28.19,28.158,28.2,28.221,28.211,28.221,28.19,28.211,28.169,28.169,28.306,28.243,28.243,28.137,28.253,28.126,28.031,28.126,28.221,28.2,28.274,28.253,28.221,28.253,28.232,28.19,28.232,28.296,28.264,28.179,28.073,28.158,28.179,28.232,28.243,28.296,28.137,28.105,28.137,28.126,28.253,28.179,28.232,28.179,28.147,28.264,28.253,28.221,28.37,28.158,28.2,28.232,28.147,28.137,28.147,28.126,28.19,28.264,28.169,28.2,28.264,28.105,28.137,28.105,28.116,28.126,28.041,28.02,28.052,28.094,28.179,28.221,28.02,28.19,28.073,28.169,28.052,28.073,28.116,28.147,28.179,28.094,28.147,28.158,28.158,28.094,28.19,28.126,28.211,28.243,28.221,28.2,28.338,28.338,28.274,28.116,28.19,28.221,28.116,28.19,28.126,28.031,28.19,28.147,28.126,28.02,28.116,28.116,28.137,28.147,28.147,28.179,28.094,28.147,28.158,28.158,28.094,28.19,28.285,28.031
28.232,28.221,28.19,28.243,28.158,28.169,28.285,28.306,28.2,28.221,28.221,28.221,28.221,28.19,28.179,28.306,28.169,28.296,28.243,28.232,28.137,28.243,28.264,28.179,28.221,28.221,28.19,28.211,28.211,28.296,28.179,28.274,28.211,28.158,28.243,28.116,28.158,28.243,28.232,28.306,28.221,28.285,28.296,28.264,28.338,28.285,28.232,28.243,28.169,28.094,28.232,28.169,28.221,28.2,28.285,28.147,28.211,28.243,28.264,28.137,28.211,28.296,28.232,28.264,28.19,28.19,28.243,28.243,28.116,28.274,28.169,28.094,28.116,28.179,28.179,28.169,28.084,28.169,28.094,28.211,28.169,28.211,28.137,28.009,28.062,28.094,28.062,28.169,28.105,28.147,28.169,28.232,28.147,28.147,28.147,28.147,28.169,28.179,28.147,28.137,28.211,28.253,28.211,28.19,28.147,28.158,28.179,28.243,28.158,28.169,28.285,28.306,28.2,28.221,28.221,28.147,28.243,28.243,28.179,28.073,28.211,28.169,28.009,28.116,28.105,28.041,28.221,28.105,28.094,28.179,28.137,28.211,28.253,28.211,28.19,28.147,28.158,28.179,28.211,28.126
27.999,28.285,28.211,28.211,28.296,28.105,28.274,28.264,28.285,28.274,28.169,28.169,28.232,28.243,28.211,28.274,28.274,28.169,28.317,28.211,28.253,28.264,28.221,28.221,28.169,28.2,28.232,28.232,28.147,28.211,28.2,28.116,28.19,28.2,28.105,28.221,28.084,28.253,28.137,28.253,28.274,28.243,28.317,28.317,28.253,28.232,28.179,28.221,28.211,28.285,28.19,28.137,28.158,28.169,28.221,28.2,28.221,28.137,28.041,28.084,28.221,28.137,28.105,28.253,28.158,28.274,28.232,28.169,28.137,28.169,28.179,28.084,28.116,28.221,28.105,28.169,28.137,28.19,28.232,28.137,28.2,28.179,28.179,28.147,28.073,28.094,28.105,28.062,28.137,28.084,28.126,28.041,28.158,28.169,28.179,28.158,28.073,28.19,28.031,28.137,28.126,28.147,28.158,28.211,28.221,28.158,28.179,28.211,28.296,28.105,28.274,28.264,28.285,28.274,28.169,28.105,28.126,28.094,28.19,28.137,28.2,28.094,28.052,28.116,28.126,28.169,28.073,28.105,28.116,28.137,28.137,28.126,28.147,28.158,28.211,28.221,28.158,28.179,28.264,28.094
